             UB              LB           Time(s)
            622             366               0.1
            622             456               0.1
            622             463               0.2
            622             483               0.2
            622             484               0.2
            622             485               4.3
            622             486               6.8
            622             487               7.0
            622             488               7.6
            622             490               7.8
            622             491               8.0
            622             492               8.2
            622             493               9.1
            622             494               9.9
            622             495              10.1
            622             497              10.1
            622             498              10.6
            622             499              10.9
            622             500              11.0
            622             501              11.8
            622             503              12.6
            622             504              12.9
            622             505              13.2
            622             506              13.3
            622             507              13.6
            622             508              14.9
            622             509              15.2
            622             510              16.7
            622             511              17.6
            622             512              18.3
            622             513              19.6
            622             514              20.6
            622             515              21.6
            622             516              23.1
            622             517              24.8
            622             518              25.4
            622             519              26.5
            622             520              27.7
            622             521              28.1
            622             522              30.7
            622             523              33.7
            622             524              38.7
            622             525             255.3
            622             526             262.5
            622             527             277.9
            622             528             311.0
            622             529             355.1
            622             530             379.8
            622             531             419.8
            622             532             458.1
            622             533             487.8
            622             534             549.8
            622             535             615.6
            622             536             725.7
            622             537             836.2
            622             538            1003.0
            622             539            1184.1
            622             540            1377.7
            622             541            1576.1
            622             542            1841.1
            622             543            2137.1
            622             544            2446.1
            622             545            2808.9
            622             546            3181.8

../solutions/ILP2/R05_10_02_10         545.972             546             622             622               0         0.12219        3600.005               0

