             UB              LB           Time(s)
            501             410               0.0
            501             431               0.1
            501             455               0.1
            501             458               0.1
            501             464               0.1
            501             466               0.2
            501             467               0.6
            501             468               0.8
            501             469               0.9
            501             470               0.9
            501             471               1.0
            501             472               1.0
            501             474               1.0
            501             475               1.1
            501             476               1.2
            501             477               1.2
            501             478               1.2
            501             479               1.2
            501             480               1.3
            501             481               1.3
            501             482               1.4
            501             483               1.4
            501             484               1.4
            501             485               1.4
            501             486               1.5
            501             487               1.6
            501             488               1.6
            501             489               1.6
            501             490               1.7
            501             491               1.8
            501             492               1.8
            501             493               1.8
            501             494               1.8
            501             495               1.8
            501             496               1.8
            501             497               1.8
            501             498               1.9
            501             499               1.9
            501             500               1.9
            501             501               1.9

../solutions/ILP2/R05_06_05_20         501.000             501             501             501               0         0.00000           1.862               1

