             UB              LB           Time(s)
            752             564               0.1
            752             593               0.1
            731             593               0.6
            731             595               0.6
            731             597               0.8
            731             598               0.8
            731             601               1.4
            648             601               1.9
            632             601               2.0
            630             601               2.5
            630             604               2.6
            628             604               4.7
            628             605               5.3
            626             605               6.7
            624             605               8.5
            622             605               9.2
            620             605              10.0
            620             606              12.3
            620             607              16.8
            620             608              20.8
            620             609              25.1
            620             610              30.7
            620             611              34.4
            620             612              39.4
            620             613              43.8
            620             614              51.5
            620             615              59.4
            620             616              69.8
            620             617              78.2
            620             618              81.3
            620             619              82.3
            620             620              82.8

../solutions/ILP2/R08_08_04_02         620.000             620             620             604               8         0.00000          82.798               1

