             UB              LB           Time(s)
            904             542               0.3
            904             674               0.4
            904             702               0.4
            904             705               0.5
            904             719               0.5
            904             720               0.6
            904             721               0.7
            860             721               1.6
            858             721               7.0
            858             722              11.3
            858             723              13.5
            858             724              13.8
            858             725              14.4
            858             726              18.4
            858             728              20.2
            858             729              20.7
            858             730              20.8
            858             731              21.2
            858             732              21.7
            858             733              22.2
            858             734              31.2
            858             735              32.3
            858             736              32.7
            858             737              34.0
            858             738              73.7
            795             738             100.1
            783             738             101.2
            773             738             103.0
            771             738             103.4
            771             739             134.0
            769             739             140.8
            769             740             156.5
            769             741             230.8
            767             741             286.1
            765             741             308.5
            765             742             355.9
            765             743             562.8
            765             744            1514.3
            765             745            1917.7
            765             746            2454.8
            765             747            3226.5

../solutions/ILP2/R06_12_04_02         746.513             747             765             739              13         0.02353        3600.009               0

