             UB              LB           Time(s)
            904             542               0.1
            904             675               0.2
            904             713               0.3
            904             715               0.3
            904             721               0.9
            904             722               2.9
            904             723               6.4
            904             725              11.1
            904             726              15.0
            904             728              16.0
            904             730              18.1
            904             731              21.3
            904             732              23.3
            904             733              26.7
            904             734              33.8
            904             735              37.0
            904             736              39.9
            904             737              44.2
            904             738              50.0
            904             739              53.9
            904             740              57.0
            904             741              87.2
            904             742             115.6
            904             743             249.2
            904             744             257.3
            904             745             261.5
            904             746             269.8
            904             747             279.2
            904             748             293.1
            904             749             330.5
            904             750             378.0
            904             751             417.5
            904             752             497.2
            880             752             561.4
            880             753             576.8
            880             754             648.0
            880             755             752.7
            880             756             849.8
            860             756             957.8
            860             757             972.5
            860             758            1130.6
            860             759            1327.0
            860             760            1507.0
            860             761            1742.7
            860             762            1987.5
            860             763            2329.6
            860             764            2718.4
            860             765            3213.4

../solutions/ILP2/R06_12_02_20         764.666             765             860             840               1         0.11047        3600.010               0

