             UB              LB           Time(s)
            998             650               2.4
            998             783               2.5
            998             785               2.6
            998             786               2.6
            998             787               2.7
            998             792               2.8
            998             793               2.9
            963             792               6.1
            963             793               6.8
            963             794               7.4
            963             795               8.2
            963             796               9.0
            864             796              10.8
            849             796              12.4
            849             797              16.4
            840             797              17.4
            839             797              18.4
            836             797              18.8
            821             797              19.0
            821             798              19.1
            817             798              19.1
            817             799              19.5
            817             800              19.9
            816             800              20.3
            816             801              20.8
            816             802              21.0
            816             803              21.4
            816             804              21.5
            816             805              21.5
            816             806              21.8
            816             807              21.8
            816             808              21.9
            816             809              21.9
            816             810              21.9
            816             811              22.0
            811             811              22.8

../solutions/ILP2/R06_15_15_00         811.000             811             811             811             205         0.00000          22.760               1

