             UB              LB           Time(s)
            601             459               0.0
            601             530               0.1
            550             530               0.3
            544             530               0.4
            542             530               0.5
            542             531               0.5
            538             531               0.6
            538             532               0.6
            538             533               0.8
            538             534               0.9
            538             535               1.0
            538             536               1.0
            538             537               1.1
            538             538               1.1

../solutions/ILP2/R06_06_04_02         538.000             538             538             530               4         0.00000           1.125               1

