             UB              LB           Time(s)
           1140             665               2.3
           1140             829               3.0
           1140             830               3.5
           1140             833               4.4
           1140             836               4.8
           1140             837              88.9
           1140             838             945.8
           1138             838             961.2
           1136             838             987.6
           1126             838            1025.9
           1123             838            1574.7
           1121             838            1682.1
           1120             838            1754.4
           1120             839            1848.3
           1115             839            2300.5
           1109             839            2338.4
           1108             839            2468.4
           1107             839            2724.5
           1106             839            3037.0
           1106             840            3573.8

../solutions/ILP2/R06_20_05_01         839.024             840            1106            1095              11         0.24051        3600.529               0

