             UB              LB           Time(s)
            797             582               0.1
            797             597               0.2
            797             603               0.2
            797             606               0.2
            797             607               0.3
            797             608               0.3
            797             609               0.3
            797             613               0.3
            797             616               0.8
            797             617               2.2
            797             623               3.9
            797             624               4.7
            729             624              15.8
            728             624              16.1
            725             624              16.7
            689             624              20.7
            686             624              21.2
            674             624              22.2
            669             624              24.1
            668             624              25.3
            666             624              42.7
            637             624              47.8
            637             625              62.4
            637             626              95.7
            637             627              99.6
            637             628             100.1
            637             629             103.4
            637             630             110.3
            637             631             115.7
            637             632             124.6
            637             633             136.0
            637             634             151.6
            637             635             166.1
            637             636             172.6
            637             637             173.2

../solutions/ILP2/R08_10_03_01         637.000             637             637             623              14         0.00000         173.197               1

