             UB              LB           Time(s)
            650             429               0.0
            650             480               0.1
            650             482               0.1
            650             483               0.1
            622             483               0.2
            622             485               0.2
            622             486               0.3
            622             487               0.3
            621             487               0.3
            583             487               0.8
            563             487               1.1
            563             488               1.2
            563             489               1.4
            563             490               1.6
            563             492               2.1
            563             494               2.3
            563             496               2.4
            563             497               2.6
            563             498               3.6
            563             499               3.9
            563             501               4.0
            563             502               4.0
            563             503               4.0
            563             505               4.1
            563             507               4.3
            563             508               4.4
            563             509               4.5
            563             510               4.6
            563             511               5.0
            563             512               6.1
            563             513               6.2
            563             514               6.2
            563             515               6.9
            563             516              10.7
            563             517              23.6
            556             517              24.2
            556             518              29.4
            556             519              32.9
            538             519              33.6
            538             520              34.2
            533             520              35.1
            533             521              35.2
            533             522              35.7
            533             523              37.2
            533             524              38.4
            533             525              39.5
            533             526              40.9
            533             527              41.8
            533             528              42.2
            533             529              42.5
            533             530              43.6
            533             531              45.2
            533             532              46.5
            533             533              47.1

../solutions/ILP2/R07_10_01_00         533.000             533             533             533              10         0.00000          47.060               1

