             UB              LB           Time(s)
            909             656               0.2
            909             679               0.3
            909             724               0.4
            909             730               0.5
            909             731               0.6
            909             732               3.2
            909             733               6.1
            909             734               6.1
            909             735               6.1
            909             738               6.4
            909             739               8.8
            909             740              10.0
            909             741              10.4
            909             742              10.9
            909             743              11.9
            909             744              13.4
            909             745              14.9
            909             746              15.5
            909             747              17.2
            909             748              20.7
            909             749              29.9
            909             750              34.7
            909             751              43.4
            892             751              66.3
            892             752              79.3
            892             753             110.6
            892             754             152.7
            892             755             470.3
            892             756             587.3
            892             757             992.5
            892             758            1512.2
            888             758            1778.4
            888             759            2342.6
            888             760            3403.2

../solutions/ILP2/R09_15_01_01         759.102             760             888             879               9         0.14414        3600.016               0

